lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
4171	NOTE: Uploading files with duplicate names will cause the files to be automatically renamed. For example '<i>file.jpg</i>' will become '<i>file.jpg.1</i>'. Filenames are considered unique per patient, not per category. 	OBS: Överföra filer med duplikat namn gör att filerna automatiskt ska döpas. Till exempel \"<i> file.jpg </ i>\" blir \"<i> file.jpg.1 </ i>\". Filnamnen anses unika per patient, inte per kategori.	NOTA: Adjuntar ficheros con nombres duplicados hará que los ficheros sean automáticamente renombrados. Por ejemplo \' fichero.jpg\' se convertirá \' fichero.jpg.1\'. Los nombres de fichero se consideran únicos por paciente, no por categoría.	NOTA: Los archivos que cargan con nombres duplicados harán los archivos ser retitulados automáticamente. Por ejemplo \' archivo.jpg\' se convertirá \' archivo.jpg.1\'. Los nombres de fichero se consideran únicos por paciente, no por categoría.	HINWEIS: Doppelt hochgeladene Dateinamen werden automatisch umbenannt.(z. B. \'<i>file.jpg</i>\' wird zu \'<i>file.jpg.1</i>\'). Dateinamen Einmalig pro Patient und nicht pro Kategorie.	N.B: Geuploade bestanden met dezelfde naam worden automatisch hernoemd. Bijvoorbeeld \'<i>file.jpg</i>\' zal worden\'<i>file.jpg.1</i>\'. Bestandsnamen zijn per patiënt uniek, niet per categorie.					?:???????????????????????“< >?????< / > \'???“< >???2?1 < / > \'???????????????,??????	??:?????????????????????“<I> file.jpg</ I>\'???\'<I> file.jpg.1</ I>”???????????????,???????	??????????: ???????? ?????? ? ??????????? ??????? ???????? ? ??????????????? ?????????????? ??????. ? ??????? \' file.jpg\' ?????? \' file.jpg.1\'. ????? ?????? ????????? ??????????? ??? ?????? ????????, ? ?? ??? ?????? ?????????.			CATATAN: Mengupload file dengan nama sama akan menyebabkan file yang akan diganti nama secara otomatis. Misalnya \'<i>file.jpg</ i>\' akan menjadi \'<i>file.jpg.1</ i>\'. Nama file dianggap unik per pasien, bukan per kategori.	???s???: ?ta? ???eta? p??s???? a??e??? µe ???µa p?? ?d? ?p???e?, t? p????aµµa ?a µet???µ??e? a?t?µata t? a??e??. ?.?. t? a??e?? file.jpg ?a µet???µaste? se file.jpg.1. ???ad??? ?e?????ta? ta a??e?a ??a ???e as?e??, ??? ??a ???e ?at?????a.		NOTA: Arquivos transferindo com nomes duplicados causarão os arquivos a ser renomeados automaticamente. Por exemplo \'<i>file.jpg </ i> \' se tornará \'<i>file.jpg.1 </ i> \'. Filenames são considerados sem igual por doente, não por categoria.	NOTA: Envio de arquivos com nomes duplicados fará com que os arquivos a serem renomeados automaticamente. Por exemplo, file.jpg se tornará file.jpg.1 . Nomes de arquivos são considerados únicos por paciente e não por categoria.	??????: ????? ????? ?????? ????? ????? ??? ????? ???????. ????? ??????? ????? ????? ??? ???? ? ??? ?? ??????	OBS: Överföra filer med duplikat namn gör att filerna automatiskt ska döpas. Till exempel \"<i> file.jpg </ i>\" blir \"<i> file.jpg.1 </ i>\". Filnamnen anses unika per patient, inte per kategori.	NOT: Çift isimli dosyalar yüklendiginde dosyalar otomatik olarak yeniden adlandirilir. Mesela \'<i>dosya.jpg, dosya.1.jpg </i>\' olur ) Dosya isimleri her kategori için degil her hasta için essiz kabul edilir.			NOTA: il caricamento di file con nomi duplicati provoca la ridenominzione automatica. Per esempio \'<i>file.jpg</i>\' diventerà \'<i>file.1.jpg</i>\'. I nomi dei file sono considerati unici per paziente, non per categoria.	???


?? ???: ??? ?? ???? ????? ?? ??? ???? ????? ???? ??? ?? ???????? ??? ?? ????? ?? ??? ??? ???? ????? ?????? ?? ??? \'<i> file.jpg </ i>\' <i> file.jpg.1 </ i> \' ?? ?????. Filenames , ???? ?? ????? ????? ???? ???? ?? ?????? ?? ?????? ????.		Chú ý: N?u nh?ng t?p tin dang t?i lên có tên trùng v?i nh?ng t?p tin dã có s? du?c t? d?ng d?i tên (ví d?, \'<i>file.jpg</i>\' s? tr? thành \'<i>file.1.jpg</i>\'). Vi?c ki?m tra tên t?p tin không trùng l?p du?c th?c hi?n cho m?i b?nh nhân, không ph?i cho m?i th? lo?i.			Poznámka: Nahrávání souboru s duplicitními názvy zpusobí, že soubory budou automaticky prejmenovány. Napríklad \'<i>file.jpg</i>\' bude \'<i>file.jpg1</i>\'.  Názvy souboru jsou považovány za unikátní v rámci  pacienta a ne kategorie.	????????: ???????????? ?????? ? ??????????? ??????? ???????? ?? ????????????? ?????????????? ??????. ?????????, \' file.jpg\' ????? \' file.jpg.1\'. ????? ?????? ?????????? ??????????? ??? ?????? ????????, ? ?? ??? ?????? ?????????.													?????: ????????? ???? ????? ????? ???????? ?????? ???????????? ?????? ?????. ?????????? \'?? <i> file.jpg </ I>\' \'?? <i> file.jpg.1 </ I>\' ????. ??? ????? ??, ???? ?????? ????? ???????? ????? ?????.		dummy
4172	Notes	Kommentarer	Notas	Notas	Notizen	Notities		Notes			??	??	??????	?????????? / ????????		Catatan	S?µe??se??		Notas	Notas	???????	Kommentarer	Notlar			Note	???????	Notite	Ghi chú			Poznámky	??????			??????? ??										?????		dummy
4173	Notes - any encounters (write,addonly optional)		Notas - cualquier visita(escribir, sólo añadir opcional)	Notas - cualquier encuentros (escribir, sólo añadir opcional)		Notities - een contact (schrijven, toevoegen optioneel)		Notes - toutes rencontres (écriture, ajout seulement optionnel)			? – ????(?,?????)	?? - ????(?,addonly??)	?????? - ????? ????????? (write,addonly ?????????????)	?????????? / ???????? - ???????? ???/??????? (????, ????? ????????? ??? ??????????)		Catatan - encounter(pertemuan) apapun (tulis, hanya tambah opsional)	S?µe??se?? – ??e? ?? ep?s???e?? (e???af?, p??a??.p??s????)		Notas - qualquer consulta (escrita,addonly opcional)	Notas - quaisquer encontros (escrever, adicionar opcional)	??????? - ?? ????? (????, ??????? ????????)		Notlar - herhangi bir görüsme (yaz, sadece ekle opsiyon)			Note - qualsiasi incontro (scrittura,aggiungi opzionale)	??????? - ???? ?? ????????? ?? (addonly ???????? ?????,)		Ghi chú - b?t k? cu?c g?p g? (vi?t, addonly tùy ch?n)			Poznámky - jakékoliv vyšetrení ( volitelne zapisovat, pridat)	?????? - ????-??? ????????? (?? ????? - ????? ??????????/?????????)													????? - ????????? ????? (addonly ???????, ????)		dummy
4174	Notes - my encounters (write,addonly optional)		Notas - mis visitas(escribir, sólo añadir opcional)	Notas - mis encuentros (escribir, sólo añadir opcional)		Notities - mijn contacten (schrijven,toevoegen optioneel)		Notes - mes rencontres (écriture, ajout seulement optionnel)			? – ????(?,?????)	?? - ????(?,addonly??)	?????? - ??? ????????? (write,addonly ?????????????)	?????????? / ???????? - ?? ??????/??????????? (????, ????? ????????? ??? ??????????)		Catatan - encounter(pertemuan) saya (tulis, hanya tambah opsional)	S?µe??se?? – ?? ep?s???e?? µ?? (e???af?, p??a??. p??s????)		Notas - minhas consultas (write,addonly opcional)	Notas - meus encontros (escrever, adicionar opcional)	??????? - ??????? (????, ??????? ????????)		Notlar - görüsmelerim (yaz, sadece ekle opsiyon)			Note - i miei incontri (scrittura,aggiungi opzionale)	??????? - ???? ????????? ?? (addonly ???????? ?????)		Ghi chú - cu?c g?p g? c?a tôi (vi?t, addonly tùy ch?n)			Poznámky - moje vyšetrení ( volitelne zapisovat, pridat)	?????? - ??? ????????? (?? ????? - ????? ??????????/?????????)													????? - ?????? ????? (addonly ????????, ????)		dummy
4175	Notes not authorized		Notas no autorizados	Notas no autorizados	Notizen nicht authorisiert	Notities niet geautoriseerd		Notes non autorisé			??????	??????	?????? ? ??????? ?? ????????	?????????? / ?????????? ?????? ???????? ??		Catatan tidak diizinkan	S?µe??se?? de? ep?t??p??ta?	Notes not authorised	Notas não autorizadas	Notas não autorizadas	????????? ??? ???? ???		Notlar yetkilendirilmemis			Note non autorizzate	??????? ?????? ????	Neautorizat pentru notite	Ghi chú không du?c u? quy?n			Poznámky nejsou autorizovány	?????? ?? ??????? ?? ??????????			??????? ?? ???? ??????										?????? ???? ?????		dummy
4176	Nothing Pending for Approval					Niets in wachtlijst om te accoorderen								????????? ?????? ????? ???												Niente in sospeso da approvare						Nic neceká na schválení								Ei hyväksymistä odottavia						?????????? ???????? ??????		dummy
4177	Nothing Recorded		Nada Grabado	Nada Grabado	Nicht Aufgezeichnet	Niets geselecteerd		Rien d\'enregistré			????	????	?????? ?? ????????	????? ?? ????????		Tidak ada yang Disimpan	??p?ta de? ?ate???f?		Sem Registo		?? ??? ????? ?? ???			Brak pozycji		Nessuna Registrazione	??????? ??? ?? ????	Nu s-a inregistrat nimic	Không Ghi nh?n gì			Nic nezapsaáno	?????? ?? ????????			???? ??? ????				Ei kirjauksia						?????? ???????		dummy
4178	Nothing to display																																															dummy
4179	Nothing to import for Allergy		Nada que importar para alergia	Nada que importar para alergia	Nichts zu importieren für die Allergie	Geen import vanuit Allergie		Rien à importé pour les allergies			??????	????????	?????? ?? ????????????? ??? ????????	????????? ?????/????? ????? ??????? ??		Tidak ada yang diimpor untuk Alergi	??p?ta ??a e?sa???? st?? ???e???e?		Nenhuma alergia a importar		?? ??? ??????? ?? ??? ????????					Niente da importare per le Allergie	?????? ?? ??? ???? ???? ?? ??? ??? ?? ????		Không có D? ?ng d? k?t nh?p			Nic k importu do alergií	?????? ??????????? ? ???????			????? ???? ???? ???? ???? ?????										?????? ?????? ???? ???? ??????????		dummy
4180	Nothing to import for Prescription		Nada que importar para receta	Nada que importar para receta	Nichts zu importieren für das Rezept	Geen import vanuit Recepten		Rien à importé pour les prescriptions			??????	????????	?????? ?? ????????????? ??? ??????????	????????????? ?????/????? ????? ??????? ??		Tidak ada yang diimpor untuk Resep	??p?ta ??a e?sa???? sta F??µa?a		Nenhuma prescrição a importar		?? ??? ??????? ?? ??? ??????					Niente da importare per le Prescrizioni	????? ?? ??? ???? ???? ?? ??? ??? ?? ????		Không có Toa thu?c d? k?t nh?p			Nic k importu do preskripcí	?????? ??????????? ? ???????????			???? ?? ???? ???? ???? ???? ?????										????? ?????? ???? ? ???? ????????		dummy
4181	Nothing to show		Nada que mostrar	Nada que mostrar	nicht zum Anzeigen verfügbar	Niets te tonen		Rien a montrer						??????????? ????? ???			?e? ?p???e? t?p?te p??? eµf???s?				?? ??? ?????					Ancora niente da mostrare	?????? ?? ??? ??? ?? ????					Nic k zobrazení	?????? ??????????			???? ???? ???? ???? ???? ?????			????????????							????????????? ???? ????		dummy
4182	Nothing was selected	Ingenting valdes	Nada fue seleccionado	Nada fue seleccionado	nichts ausgewählt	Niets geselecteerd		Rien n\'a été sélectionné		Ingenting var valgt	???????	???????	?????? ?? ???????	????? ??????? ??		Tidak ada yang dipilih	??p?ta de? epe????		Nada foi seleccionado	Nada foi selecionado	?? ??? ?????? ?? ???	Ingenting valdes	Hiçbir sey seçilmemis			Non è stato selezionato nulla	??? ???? ???? ???? ??? ??		Không ch?n gì			Nebylo nic vybráno	?????? ?? ??????			???? ?????? ????										?????? ???? ??????? ???		dummy
4183	Notice Received					Notitie ontvangen								??????? ? ?????????												Notizia ricevuta						Prijato oznámení														????? ???????		dummy
4184	NOTICE:: PostCalendar Submission/Modification	MEDDELANDE: PostCalendar Inlämning / Modifiering	AVISO:: Sumisión/modificación de PostCalendar	AVISO:: Sumisión/modificación de PostCalendar		MEDEDELING: PostCalendar Toekennen/Wijziging					??:: PostCalendar??/??	??::??????/??	???????????:: ?????????????? ??? ????????? PostCalendar	????????? :: Post Calendar?? ??????????? / ??????????		PEMBERITAHUAN:: Pengiriman/Modifikasi PostCalendar	????????S?: ???s????/ ???a?? st? PostCalendar		NOTE:: PostCalendar Submission/Modification	AVISO: PostCalendar Submission / Modificação	??????:: ?????/ ????? PostCalendar	MEDDELANDE: PostCalendar Inlämning / Modifiering	UYARI :: Takvim Ekleme/Degistirme			AVVISO:: PostCalendar Inserimento/Modifica	????? :: PostCalendar ?????? / ??????	NOTIFICARE: Post calendar prezentarea /modificarea	THÔNG BÁO :: PostCalendar thông tin / S?a d?i				????????????:: ??????? ?? ????? PostCalendar													????? :: PostCalendar ???? / ???		dummy
4185	Notification	Besked	Notificación	Notificación	Benachrichtigung	Bericht		Notification			??	??	???????????	?????????		Pemberitahuan	G??st?p???s?		Notificação	Notificação	??????	Besked	Uyari	Powiadomienie		Notifica	?????		Thông báo			Oznámení	????????????			???????			??							?????		dummy
4186	Notification Email Address		Email para Notificación	Email para Notificación	Benachrichtigungs Email Adresse	E-mail adres om alert-berichten te sturen		Notification d\'adresse courriel			????????	????????	????? e-mail ??? ???????????	????????? ??· ?????		Pemberitahuan Alamat Email	?????p???s? ??e?t???. d?e????s??				????? ????????		Uyari Eposta Adresi			Indirizzo email per notifiche	?????? ???? ???		Ð?a ch? khai báo Email			E-mail pro oznámení	?????? e-mail ??? ????????????			???? ????? ???? ????? ???????			????????????							????? ?-??? ?????		dummy
4187	Notification sent to																																															dummy
4188	Notifications		Notificaciones	Notificaciones	Benachrichtigungen	Berichten		Notifications			??	??	???????????	????????????		Pemberitahuan	?????p???se??		Notificações		????????	Notifikationer	Uyarilar	Powiadomienia		Notifiche	???????		Thông báo			Oznámení	????????????			??????? ??			??							?????		dummy
4189	Notify Admin About Event Submission/Modification?	Meddela Admin Om Händelse Inlämning / Modifieringsförslag?	Notificar Administrador Acerca del Evento de envío/Modificación?	Notificar Administrador Acerca del Evento de presentación / Modificación?	Administrator über die Ereignis-Änderung informieren?	Informeer Admin over Gebeurtenis Toewijzing/Wijziging?		Notifié l\'admin au sujet des evenement de soumission/modifiation ?			??????/?????????	??????/??????????	?????????? ?????????????? ?? ????????? ??? ?????????? ?????????	??????? ??????????? ?????????????????? ??????????/???????? ?????		Beritahu Admin Tentang Pengiriman/Modifikasi Event?	?a e?d?p???sete t?? ??a?e???st? ??a ?p?ß???/ ???p?p???s? S?µß??t??;		Notifique Admin Sobre Evento Submission/Modification?	Informe-Admin Sobre o Evento Apresentação / modificação?	???? ?????? ????? ?????/ ??????	Meddela Admin Om Händelse Inlämning / Modifieringsförslag?	Admin Olay Ekleme/Degistirme hakkinda uyarilsin mi?			Notificare l\'amministratore circa l\'Inserimento/Modifica evento?	???? ?????? / ?????? ?? ???? ??? ?????????? ?? ????? ?????		Thông báo cho qu?n tr? Gi?i thi?u nh?ng thông tin s? ki?n / S?a d?i?				?????????? ?????????????? ??? ??????? ?? ??????? ??????													????????? ???????? / ??? ????? ??????? ????? ????		dummy
4190	Nov		Nov	Nov	Nov	Nov		Nov.			???	???	????	???·		Novembar	???µ.		Nov		??????/????? ??????		Kas	Lis		Nov	??????		Tháng Mu?i m?t			Lis	????.			??????			11?	Marraskuu						?????????		dummy
4191	November	November	Noviembre	Noviembre	November	November		Novembre		November	???	???	??????	????????		November	???µß????		Novembro	Novembro	??????/????? ??????	November	Kasim	Listopad		Novembre	??????		Tháng Mu?i m?t			Listopad	????????			??????			11?	Marraskuu						?????????		dummy
4192	Now posting for:		Ahora envío para:	Ahora, la publicación de:	Jetzt Beitrag für:	Nu aanmelden voor:		Poster maintenant pour:			????:	????:	????? ???????? ???:	????  ????????????/?????????? ?		Sekarang posting untuk:	?p?st??? t??a ??a:		A enviar para:	Agora enviar para:	???? ??? ??????? ?:		Simdi postalanan alici:			Sto inviando per:	?? ?? ??? ????????:		Bây gi? g?i bài cho:			Probíhá odesílání pro	???? ?????????? ???:			?? ??? ????? ????:										??? ?????:		dummy
4193	Now printing		Imprimiendo ahora	Imprimiendo ahora	druckt	Nu aan het printen		Imprimer maintenant			????	????	???? ??????	?????? ?		Sedang mencetak	??t?p?s? se e??????		A imprimir	A imprimir	??? ??????? ???	Printer nu	Simdi	Drukuje		Sto stampando	?? ???? ?? ??? ??		Bây gi? in			Probíhá tisk	??????????			?? ??? ???			???							??? ????		dummy
4194	Now printing $stmt_count statements and updating encounters.		Ahora impresión $stmt_count declaraciones y actualización de visitas.	Ahora impresión $ stmt_contra declaraciones y actualización de los encuentros.	Drucke $stmt_count Erklärungen und aktualisiere Visiten.	Nu afdrukken $stmt_count verklaringen en bijwerken van ontmoetingen.					????$ stmt_count?????????	????$ stmt???????????	?????? ?????? ?????? $stmt_count ? ???????????? ?????????.	?????? ? $stmt_count ??????/??????????? ?????????? ?? ???????????????????		Sedang mencetak pernyataan $stmt_count dan mengupdate encounter(pertemuan).	???a t?p??e? t?? $stmt_count ?atast?se?? ?a? e??µe???e? t?? ep?s???e??		Imprimindo agora declarações $stmt_count; os encontros serão atualizados.	Agora impressão declarações $ stmt_count e encontros de atualização.	??? ??????? ??? $stmt_count statements and updating encounters.		Simdi $stmt_count bilançolari bastiriliyor ve görüsmeler güncelleniyor.			Ora stampo $stm_count dichiarazioni e aggiornamenti incontri.	?? $ stmt_count ???? ???? ?? ????????? ?? ?????? ?? ??? ??.		Bây gi? in báo cáo stmt_count và c?p nh?t nh?ng cu?c g?p g?.				?????????? ?????? $stmt_count ? ?????????? ?????????.													??? $ stmt_count ?????????? ???? ??? ????? ???????? ????.		dummy
4195	Now printing $stmt_count statements and updating invoices.		Ahora declaraciones de la impresión $stmt_count y facturas de la puesta al día.	Ahora declaraciones de la impresión $stmt_contra y facturas de la puesta al día.	Drucke $stmt_count Erklärungen und aktualisiere Rechnungen	Printen van $stmt_count verklaringen en bijwerken van facturen.					????$ stmt_count?????????	????$ stmt???????????	?????? ?????? ?????? $stmt_count ? ??????????? ?????.	?????? ? $stmt_count ????????? ?????????? ?? ???????????????????		Sedang mencetak pernyataan $stmt_count dan mengupdate faktur/tagihan.	???a t?p??e? t?? $stmt_count ?atast?se?? ?a? e??µe???e? t?a t?µ?????a		Imprimindo agora declarações $stmt_count; as faturas serão atualizadas.	Agora impressão declarações $ stmt_count e faturas de atualização.	??? ??????? ??? $stmt_count statements and updating invoices.		Simdi $stmt_count bilançolari bastiriliyor ve faturalar güncelleniyor.			Ora stampo $stm_count dichiarazioni e aggiornamenti fatture.	?? $ stmt_count ???? ???? ?? ????? ?????? ?? ??? ??.		Bây gi? in báo cáo stmt_count và c?p nh?t hoá don.				?????????? ?????? $stmt_count ? ????????? ???????.													??? $ stmt_count ???????????? ???? ??? ??????? ???????? ????.		dummy
4196	Now printing $stmt_count statements; encounters will not be updated.		Ahora impresión $stmt_count declaraciones;visitas no serán actualizadas.	Ahora declaraciones de la impresión $stmt_contra; los encuentros no serán actualizados.	Drucke $stmt_count Erklärungen; Visiten werden nicht aktualisiert.	Printen van $stmt_count verklaringen en bijwerken van overzichten; ontmoetingen zullen niet worden bijgewerkt.					????$ stmt_count??;?????????	????$ stmt?????;?????????	?????? ?????? ?????? $stmt_count; ????????? ?? ????? ?????????.	?????? ? $stmt_count ???????????????????: ??????/??????????? ??? ????????		Sedang mencetak pernyataan $stmt_count; encounter(pertemuan) tidak akan diupdate.	???a t?p??e? t?? $stmt_count ?atast?se??. ?? ep?s???e?? de? ?a e??µe??????		Imprimindo agora declarações $stmt_count; os encontros não serão atualizados.	Agora impressão declarações $ stmt_count; encontros não serão atualizados.	??? ??????? ??? $stmt_count statements; encounters will not be updated.		Simdi $stmt_count bilançolari bastiriliyor, görüsmeler güncellenmeyecek.			Ora stampo $stm_count dichiarazioni; gli incontri non verranno aggiornati	?? $ stmt_count ???? ????, ????????? ?? ?????? ???? ???? ?????.		Bây gi? in ?n báo cáo stmt_count, cu?c g?p g? s? không du?c c?p nh?t.				?????????? ?????? $stmt_count; ????????? ?? ?????? ???????????.													??? $ stmt_count ?????????? ??????; ????? ???????? ???? ????? ????.		dummy
